wc_id,sku,name,type,published,supplier,regular_price,has_price,has_image,has_desc,categories,gaps
7782,U76177782,Potstory Classic,simple,True,unknown,650,True,True,False,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",no_description
7783,978H27783,Potstory Window Box,simple,True,unknown,500,True,True,False,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",no_description
9402,SMGBLENDBLK,Smeg Retro Jug Blender - Black,simple,False,hirschs,5300,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware > Appliances > Small Appliances",no_description
9403,9902044216519,Smeg Retro Jug Blender - Blue,simple,False,hirschs,5300,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware, Homeware > Appliances > Small Appliances",no_description
9404,9902044216526,Smeg Retro Jug Blender - Mint,simple,False,hirschs,5300,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware > Appliances > Small Appliances",no_description
9405,9902044216533,Smeg Retro Jug Blender - Pink,simple,False,hirschs,5300,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware, Homeware > Appliances > Small Appliances",no_description
9406,SMEGCREAM,Smeg Stand Mixer - SMF01 - Cream,simple,False,hirschs,9200,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware, Homeware > Appliances > Small Appliances",no_description
9407,SMEGRED,Smeg Stand Mixer - SMF01 - Red,simple,False,hirschs,9200,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware, Homeware > Appliances > Small Appliances",no_description
9408,SMEGBLACK,Smeg Stand Mixer - SMF01 - Black,simple,False,hirschs,9200,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware, Homeware > Appliances > Small Appliances",no_description
9411,DLGHISCULGRY,Delonghi - Ballerina 4 Slice Toaster,simple,False,hirschs,2950,True,True,True,"Homeware > Appliances, Homeware, Homeware > Appliances > Small Appliances > Kettles & Toasters, Homeware > Appliances > Small Appliances",
9416,9902025256725,Mellerware - 500ml 25W Zest Citrus Juicer - Black,simple,False,unknown,420,True,False,False,"All Products, Homeware > Appliances, Homeware, Homeware > Appliances > Small Appliances",no_image|no_description
9428,PSILW,Potstory - Large Classic Round Pot - White,simple,True,unknown,300,True,True,True,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",
9429,PSIMW,Potstory - Medium Classic Round Pot - White,simple,True,unknown,750,True,True,True,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",
9430,PSAJB,Potstory - Square Pot with Elephant Motive - Brown,simple,True,unknown,750,True,True,True,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",
9431,PSAJW,Potstory - Square Pot with Elephant Motive - White,simple,False,unknown,800,True,True,True,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",
9432,PSSPB,Potstory - Classic Square Pot - Brown,simple,True,unknown,750,True,True,True,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",
9433,PSRPB,Potstory Classic Round Rose Pot - Brown,simple,True,unknown,750,True,True,True,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",
9434,PSRPW,Potstory - Classic Round Rose Pot - White,simple,False,unknown,750,True,True,True,"All Products, Garden, Garden > Garden Pots, Homeware > Decor > Pots & Planters",
9462,9902044216298,Smeg - Hand Blender Set - Black,simple,False,hirschs,2850,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware > Appliances > Small Appliances",no_description
9463,9902044216335,Smeg - Hand Blender Set - Cream,simple,True,hirschs,2850,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware > Appliances > Small Appliances",no_description
9464,9902044216328,Smeg - Hand Blender Set - Blue,simple,True,hirschs,2850,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware > Appliances > Small Appliances",no_description
9465,9902044216311,Smeg - Hand Blender Set - Red,simple,False,hirschs,2850,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware > Appliances > Small Appliances",no_description
9484,9902031123158,Instant Pot Duo 7-in-1 Smart Pressure Cooker (8L),simple,True,unknown,3299,True,True,True,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Cookers, Homeware, Homeware > Appliances > Small Appliances",
9490,9902031455624,Kango Camping Kettle - 3.5L,simple,False,unknown,285,True,True,False,"All Products, Homeware > Kitchenware > Cookware & Bakeware, Homeware, Homeware > Appliances > Small Appliances > Kettles & Toasters, Homeware > Kitchenware, Homeware > Appliances > Small Appliances",no_description
9495,9902031123134,Instant Pot Duo 60 - 7-in-1 Smart Cooker,simple,True,unknown,2800,True,True,True,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Cookers, Homeware, Homeware > Appliances > Small Appliances",
9507,F02042-1,3 Pack Selectrix: Plug Adaptor - White - 1 x Round 2 pin 16A with 1 x 2 pin 5A,simple,False,unknown,55,True,True,True,"All Products, Hardware > Electrical, Hardware > Electrical > Multiplugs & Adapters",
9515,9902029857010,Smeg Retro Jug Blender - White,simple,True,hirschs,4600,True,True,False,"All Products, Homeware > Appliances, Homeware > Appliances > Small Appliances > Blenders & Mixers, Homeware, Homeware > Appliances > Small Appliances",no_description
9517,F02095,5m Extension Cord,simple,True,impulse,160,True,True,True,"All Products, Hardware > Electrical, Hardware > Electrical > Extension Cords, Lifestyle & Everyday Essentials > Under R99",
9526,9902025245392,Homestar 4 Bar Electric Heater,simple,True,unknown,1100,True,True,False,"All Products, Homeware > Appliances, Homeware > Fans & Heaters, Homeware > Appliances > Small Appliances",no_description
9530,9902025099612,1.4L Hart Camping Teapot,simple,False,unknown,180,True,True,True,"Homeware > Kitchenware > Cookware & Bakeware, Homeware, Homeware > Appliances > Small Appliances > Kettles & Toasters, Homeware > Kitchenware",
9534,F02098,11 Way Multi-Plug With Switches,simple,False,impulse,295,True,True,True,"All Products, Hardware > Electrical, Homeware > Appliances > Fridges, Hardware > Electrical > Multiplugs & Adapters",
9553,9902025099582,Hart - J7 21 Litre Stew Pan,simple,False,unknown,890,True,False,False,"All Products, Homeware",no_image|no_description
9554,9902031267425,Round Bamboo Cutting Board,simple,True,unknown,200,True,True,True,"Homeware > Kitchenware > Cookware & Bakeware, Homeware, Homeware > Kitchenware, Lifestyle & Everyday Essentials > Under R99",
9555,9902025099605,Hart 7L Aluminium Stewpan,simple,False,unknown,460,True,False,False,"All Products, Homeware",no_image|no_description
9561,F00249,Charcoal Iron Rooster,simple,True,impulse,195,True,True,True,"All Products, Homeware > Appliances, Homeware > Cleaning & Organization, Homeware > Decor, Homeware, Homeware > Appliances > Small Appliances > Irons, Homeware > Cleaning & Organization > Laundry, Hardware > Electrical > Loadshedding, Homeware > Appliances > Small Appliances",
9562,F00273,Sad Iron Chrome,simple,True,impulse,180,True,True,False,"All Products, Homeware > Appliances, Homeware > Cleaning & Organization, Homeware > Decor, Homeware, Homeware > Appliances > Small Appliances > Irons, Homeware > Cleaning & Organization > Laundry, Hardware > Electrical > Loadshedding, Homeware > Appliances > Small Appliances",no_description
9578,F02080,3 Pin 3 way R-09 Adapter,simple,False,impulse,170,True,True,True,"All Products, Hardware > Electrical, Hardware > Electrical > Multiplugs & Adapters, Lifestyle & Everyday Essentials > Under R99",
9579,F02096,7 Way Multi Plug Power Adaptor + Switch,simple,True,impulse,155,True,True,True,"All Products, Hardware > Electrical, Hardware > Electrical > Multiplugs & Adapters",
9584,F01603,Plastic Party Chair Black,simple,False,impulse,100,True,True,True,"Furniture > Chairs, Furniture, Garden, Garden > Garden Furniture, Lifestyle & Everyday Essentials > Under R99",
9586,9902031267548,Kitchen Accessories - Cutting Board - Bamboo,simple,True,unknown,220,True,True,True,"Homeware > Kitchenware > Cookware & Bakeware, Homeware, Homeware > Kitchenware",
9600,9902031454689,Portable Electric Immersion Water Heating Rod Element,simple,False,unknown,170,True,False,False,All Products,no_image|no_description
9601,F00002,20 Piece Bamboo Clothes Pegs,simple,True,impulse,60,True,True,True,"Lifestyle & Everyday Essentials > Under R99, All Products, Homeware, Homeware > Cleaning & Organization, Homeware > Cleaning & Organization > Laundry",
9602,9902033172833,Nylon Ski Rope,variable,False,makokoya,,False,True,True,"Hardware > Buidling Materials, Hardware, Hardware > Locks & Clamps, Lifestyle & Everyday Essentials > Under R99",no_price
9607,9902022757843,Immersion Water Heater 1500W,simple,False,unknown,130,True,False,False,All Products,no_image|no_description
9609,9902030019063,Buff Packing Tape-48mm*100m-36 in A Case,simple,False,unknown,1200,True,True,False,"All Products, Lifestyle & Everyday Essentials > Stationery",no_description
9610,9902030019322,6*Buff Packing Tape-48mm*100m,simple,False,unknown,410,True,True,False,"All Products, Lifestyle & Everyday Essentials > Stationery",no_description
9615,F02018,Lunch 5 Piece Storage Containers,simple,False,impulse,280,True,True,True,"All Products, Homeware > Decor, Homeware > Kitchenware > Food Storage Containers, Homeware, Homeware > Kitchenware, Lifestyle & Everyday Essentials > Under R99",
9619,9902025249062,Sunbeam Hair Straightener Black (SPS-955),simple,True,unknown,520,True,True,False,"Homeware > Appliances, Homeware, Homeware > Appliances > Small Appliances > Irons, Homeware > Appliances > Small Appliances > Personal Care, Homeware > Appliances > Small Appliances",no_description
9620,9902025248812,Sunbeam SHD-1600A Deluxe Hair Dryer (1600w),simple,False,unknown,650,True,True,False,"Homeware > Appliances, Homeware, Homeware > Appliances > Small Appliances > Irons, Homeware > Appliances > Small Appliances",no_description
9623,9902031454696,Electric Water Heating Element-black,simple,False,unknown,150,True,False,False,All Products,no_image|no_description
9625,9902025248607,Condere Professional Hair Dryer 1800W,simple,True,unknown,420,True,True,False,"Homeware > Appliances, Homeware, Homeware > Appliances > Small Appliances > Irons, Homeware > Appliances > Small Appliances > Personal Care, Homeware > Appliances > Small Appliances",no_description
9627,F01877,Metal Rat Trap,simple,True,impulse,100,True,True,True,"All Products, Hardware, Hardware > Locks & Clamps, Lifestyle & Everyday Essentials > Under R99",
9639,9902025097144,Padel Balls - 3-Pack,simple,True,unknown,190,True,True,False,"Lifestyle & Everyday Essentials > Fitnastics, Lifestyle & Everyday Essentials, Lifestyle & Everyday Essentials > Novelty, Lifestyle & Everyday Essentials > Padel > Padel Rackets",no_description
9640,F01989,Feather Duster Short,simple,False,impulse,120,True,True,False,"All Products, Homeware > Cleaning & Organization > Cleaning, Homeware, Lifestyle & Everyday Essentials > Under R99",no_description
9643,F01982,Value Pack 10 x Shoe Brush Wooden Black,simple,False,impulse,130,True,True,True,"All Products, Homeware > Cleaning & Organization > Brushware, Homeware, Lifestyle & Everyday Essentials > Under R99",
